Index,Workorder ID,Description,Status,Type,Equipment Description,WO Owner,Priority,Scheduled Start Date,Scheduled End Date,PM Compliance Min Date,PM Compliance Max Date,Original PM due date,Completed date
262,65975856,H DRIVE BOTS 52 WEEK PM,Scheduled,PM,GYR1-paKivaA03 HDU 524476,WLNJON,4,2/18/2022,2/18/2022,1/21/2022,3/18/2022,2/18/2022,
263,65975870,H DRIVE BOTS 52 WEEK PM,Scheduled,PM,GYR1-paKivaA03 HDU 545619,PUENTEJA,4,2/18/2022,2/18/2022,1/21/2022,3/18/2022,2/18/2022,
264,65975872,H DRIVE BOTS 52 WEEK PM,Scheduled,PM,GYR1-paKivaA03 HDU 546371,PUENTEJA,4,2/18/2022,2/18/2022,1/21/2022,3/18/2022,2/18/2022,
265,65975878,H DRIVE BOTS 52 WEEK PM,Scheduled,PM,GYR1-paKivaA03 HDU 557779,WLNJON,4,2/18/2022,2/18/2022,1/21/2022,3/18/2022,2/18/2022,
266,59517326,H DRIVE BOTS 26 WEEK PM - DW,Scheduled,PM,GYR1-paKivaA03 HDU 524572,PUENTEJA,4,2/19/2022,2/19/2022,2/1/2022,3/9/2022,2/19/2022,
267,59517343,H DRIVE BOTS 26 WEEK PM - DW,Scheduled,PM,GYR1-paKivaA03 HDU 530124,PUENTEJA,4,2/19/2022,2/19/2022,2/1/2022,3/9/2022,2/19/2022,
268,59517346,H DRIVE BOTS 26 WEEK PM - DW,Scheduled,PM,GYR1-paKivaA03 HDU 541289,PUENTEJA,4,2/19/2022,2/19/2022,2/1/2022,3/9/2022,2/19/2022,
269,66010407,AR FLOOR WITH INVENTORY POD SEGMENT 12 WEEK,Scheduled,PM,GYR1-paKivaA04 Section 10 12-Week,PUENTEJA,5,2/19/2022,2/19/2022,2/11/2022,2/27/2022,2/19/2022,
270,66010410,AR FLOOR WITH INVENTORY POD SEGMENT 12 WEEK,Scheduled,PM,GYR1-paKivaA04 Section 10 12-Week,PUENTEJA,5,2/19/2022,2/19/2022,2/11/2022,2/27/2022,2/19/2022,
271,66010413,AR FLOOR WITH INVENTORY POD SEGMENT 12 WEEK,Scheduled,PM,GYR1-paKivaA04 Section 10 12-Week,PUENTEJA,5,2/19/2022,2/19/2022,2/11/2022,2/27/2022,2/19/2022,
272,66010473,NIKE 2.0 MULTIPURPOSE STATION ( AMAZON ROBOTICS 700-0012) 13 WEEK PM,Scheduled,PM,GYR1-KIVA Station AR.FLOR.A01.STN.1310,RBBIRKES,5,2/19/2022,2/19/2022,2/10/2022,2/28/2022,2/19/2022,
273,58793000,"Waites Event Id: 65603, Sensor Id: 10821394",Scheduled,CBM,RTE.CB.1; REINDUCT 00; SEMI AUTO INDUCT ; CBI012; GYR1-SemiAutoInduct-CBI012 CC5,JCSTROZ,2,12/13/2021,1/6/2022,,,,
274,65839101,DEMATIC MODEL 9570 3 MONTH PM SCHEDULE,Scheduled,PM,HS Live Roller Curves and Junctions,KIECLAR,4,2/16/2022,2/16/2022,2/6/2022,2/24/2022,2/15/2022,
275,65881521,PEARSONPACKAGING SYSTEMS 769713 EOAT 26 WEEK,Scheduled,PM,PICK UP TOOL; (Alias_Des); PICK UP TOOL; ROBOT.EOAT.F233119; END OF ARM PICK UP ,PEDEJOSE,5,2/15/2022,2/15/2022,1/28/2022,3/5/2022,2/15/2022,
276,65789961,FLS WEEKLY FIRE EXIT-DOOR/EXIT-SIGN INSPECTION,Scheduled,REG,FIRE AND LIFE SAFETY EXIT EQUIPMENT,BENNRAYM,5,2/14/2022,2/14/2022,2/13/2022,2/15/2022,2/14/2022,
277,65790561,Amazon Control Cabinet 52Wk PM,Scheduled,PM,AFE.2; MERGE (##); CONTROL CABINET; CC0950; CONTROL CABINET; CC0950; GYR1-CC-CC0,CMAYN,5,2/14/2022,2/14/2022,1/17/2022,3/14/2022,2/14/2022,
278,65881260,DEMATIC MODEL 8300 13 WEEK  PM,Scheduled,PM,AFE.SHOE.2; JACKPOT 01; SEGMENT BELT CONV; 809066; GYR1-MDR-809066 CC950,HRYATAYL,4,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
279,65881262,DEMATIC MODEL 8300 13 WEEK  PM,Scheduled,PM,AFE.SHOE.2; JACKPOT 01; SEGMENT BELT CONV; 809071; GYR1-MDR-809071 CC980,HRYATAYL,4,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
280,65881264,DEMATIC 8120 CONVEYOR 13 WEEK PM,Scheduled,PM,AFE.SHOE.2; JACKPOT 01; O-RING CURVE CONV; 809072; GYR1-MDR-809072 CC980,HRYATAYL,5,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
281,65881266,DEMATIC MODEL 8240 13 WEEK  PM,Scheduled,PM,AFE.SHOE.2; JACKPOT 01; ROLLER JUNCTION CONV; 809074; GYR1-MDR-809074 CC980,HRYATAYL,4,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
282,65881408,DEMATIC MODEL 9265 13 WEEK  PM - DW,Scheduled,PM,AFE.SHOE.2; JACKPOT 01; RA CONV; 818060; GYR1-Accumulating Rollers-818060 CC950,HRYATAYL,4,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
283,65881338,DEMATIC MODEL 9165 13 WEEK  PM,Scheduled,PM,TSHP.POPUP.1; LOOP SIR; TRANSPORT CONV; 860020; GYR1-Accumulating Rollers-860020,JRRYCH,5,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
284,65881340,DEMATIC MODEL 9190 13 WEEK  PM,Scheduled,PM,TSHP.POPUP.1; LOOP SIR; V-BELT CONV; 860023; GYR1-VBELT-860023 CC430,JRRYCH,4,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
285,65881342,DEMATIC MODEL 9405 13 WEEK  PM,Scheduled,PM,TSHP.POPUP.1; LOOP SIR; SLIDER BED CONV; 860025; GYR1-Belted Transport-860025 CC,JRRYCH,5,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
286,65881344,DEMATIC MODEL 9190 13 WEEK  PM,Scheduled,PM,TSHP.POPUP.1; LOOP SIR; V-BELT CONV; 860027; GYR1-VBELT-860027 CC430,JRRYCH,4,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
287,65881622,ATS SMARTPAC 3.3 52 WEEK,Scheduled,PM,SMARTPAC; 07-13; GYR1-MHE-4232038 CC652,HRYATAYL,5,2/16/2022,2/16/2022,1/19/2022,3/16/2022,2/16/2022,
288,65881322,DEMATIC MODEL 9570 3 MONTH PM SCHEDULE,Scheduled,PM,HS Live Roller Curves and Junctions,KIECLAR,4,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
289,65880697,AE TEAM TRAINING (KNET/JQS/SAFETY/TECH DRILL) WEEKLY,Scheduled,TRPM,CONTROL SYSTEM,CMAYN,5,2/16/2022,2/22/2022,,,2/16/2022,
290,65880701,FLS WEEKLY FIRE ALARM PANEL INSPECTION,Scheduled,REG,FIRE ALARM SYSTEM,BENNRAYM,5,2/16/2022,2/16/2022,2/15/2022,2/17/2022,2/16/2022,
291,65881659,Amazon Control Cabinet 52Wk PM,Scheduled,PM,ARSAW; ARSAW (##); CONTROL CABINET; AR0114; CONTROL CABINET; AR0114; GYR1-CC-AR0,CMAYN,5,2/16/2022,2/16/2022,1/19/2022,3/16/2022,2/16/2022,
292,65881331,DEMATIC MODEL 9405 13 WEEK  PM,Scheduled,PM,TSHP.POPUP.1; LOOP SIR; SLIDER BED CONV; 852160; GYR1-Belted Transport-852160 CC,AREAARON,5,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
293,65881333,DEMATIC MODEL 9405 13 WEEK  PM,Scheduled,PM,TSHP.POPUP.1; LOOP SIR; SLIDER BED CONV; 852170; GYR1-Belted Transport-852170 CC,AREAARON,5,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
294,65881318,DEMATIC MODEL 8320 13 WEEK  PM,Scheduled,PM,AFE.SHOE.2; SLAM 210; SEGMENT BELT CURVE CONV; 819710; GYR1-MDR-819710 CC995,DEANEJST,4,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
295,65881320,DEMATIC MODEL 8320 13 WEEK  PM,Scheduled,PM,AFE.SHOE.2; SLAM 210; SEGMENT BELT CURVE CONV; 819725; GYR1-MDR-819725 CC995,DEANEJST,4,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
296,65880854,INTRALOX DARB S4500 4 WEEK,Scheduled,PM,(Funct_Des); SIR; ACTIVE ROLLER BELT SORTER; 180170; GYR1-Intralox-Darb sorter s,DUNHCHAS,5,2/16/2022,2/16/2022,2/13/2022,2/19/2022,2/16/2022,
297,65881207,DEMATIC MODEL 9405 13 WEEK  PM,Scheduled,PM,AFE.SHOE.1; SLAM 111; SLIDER BED CONV; 519800; GYR1-belt. trans.-519800 CC,HERTAJU,5,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
298,65881213,DEMATIC MODEL 8300 13 WEEK  PM,Scheduled,PM,AFE.SHOE.1; SLAM 111; SEGMENT BELT CONV; 519820; GYR1-MDR-519820 CC945,HERTAJU,4,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
299,65881286,DEMATIC MODEL 8320 13 WEEK  PM,Scheduled,PM,AFE.SHOE.2; SLAM 207; SEGMENT BELT CURVE CONV; 819510; GYR1-MDR-819510 CC995,HERTAJU,4,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
300,65881293,DEMATIC MODEL 9405 13 WEEK  PM,Scheduled,PM,AFE.SHOE.2; SLAM 207; SLIDER BED CONV; 819530; GYR1-belt. trans.-819530 CC995,HERTAJU,5,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
301,65881303,DEMATIC MODEL 8320 13 WEEK  PM,Scheduled,PM,AFE.SHOE.2; SLAM 207; SEGMENT BELT CURVE CONV; 819565; GYR1-MDR-819565 CC995,HERTAJU,4,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
302,65881305,DEMATIC MODEL 8300 13 WEEK  PM,Scheduled,PM,AFE.SHOE.2; SLAM 207; SEGMENT BELT CONV; 819575; GYR1-MDR-819575 CC995,HERTAJU,4,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
303,65881308,DEMATIC MODEL 9405 13 WEEK  PM,Scheduled,PM,AFE.SHOE.2; SLAM 207; SLIDER BED CONV; 819600; GYR1-belt. trans.-819600 CC995,HERTAJU,5,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
304,65881312,DEMATIC MODEL 8320 13 WEEK  PM,Scheduled,PM,AFE.SHOE.2; SLAM 207; SEGMENT BELT CURVE CONV; 819630; GYR1-MDR-819630 CC995,HERTAJU,4,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
305,65881314,DEMATIC MODEL 8320 13 WEEK  PM,Scheduled,PM,AFE.SHOE.2; SLAM 207; SEGMENT BELT CURVE CONV; 819640; GYR1-MDR-819640 CC995,HERTAJU,4,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
306,65881316,DEMATIC MODEL 8320 13 WEEK  PM,Scheduled,PM,AFE.SHOE.2; SLAM 207; SEGMENT BELT CURVE CONV; 819650; GYR1-MDR-819650 CC995,HERTAJU,4,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
307,65881215,DEMATIC MODEL 9190 13 WEEK  PM,Scheduled,PM,AFE.SHOE.1; INFEED 01; V-BELT CONV; 700005; GYR1-VBELT-700005 CC413,EALYSS,4,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
308,65881217,DEMATIC MODEL 9190 13 WEEK  PM,Scheduled,PM,AFE.SHOE.1; INFEED 04; V-BELT CONV; 700320; GYR1-VBELT-700320 CC930,EALYSS,4,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
309,65881219,DEMATIC MODEL 9190 13 WEEK  PM,Scheduled,PM,AFE.SHOE.1; INFEED 04; V-BELT CONV; 700325; GYR1-VBELT-700325 CC930,EALYSS,4,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
310,65881221,DEMATIC MODEL 9190 13 WEEK  PM,Scheduled,PM,AFE.SHOE.1; INFEED 05; V-BELT CONV; 700430; GYR1-VBELT-700430 CC935,EALYSS,4,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
311,65881223,DEMATIC MODEL 9190 13 WEEK  PM,Scheduled,PM,AFE.SHOE.1; INFEED 06; V-BELT CONV; 700505; GYR1-VBELT-700505 CC413,EALYSS,4,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
312,65881224,DEMATIC MODEL 9190 13 WEEK  PM,Scheduled,PM,AFE.SHOE.1; INFEED 06; V-BELT CONV; 700520; GYR1-VBELT-700520 CC935,EALYSS,4,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
313,65881374,SINGLES PACK 1 OF 2 AIR ULTRASOUND,Scheduled,PDM,GENERAL CONVEYANCE,EALYSS,5,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
314,65881383,GIFTWRAP AIR ULTRASOUND,Scheduled,PDM,GENERAL CONVEYANCE,EALYSS,5,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
315,65307428,GENERIC DOCK AND HIGH SPEED ROLL UP DOOR QUARTERLY PM,Scheduled,PM,BUILDING DOCKS,JIMMIEII,4,2/2/2022,2/2/2022,1/24/2022,2/11/2022,2/2/2022,
316,65881243,DEMATIC MODEL 2325 13 WEEK  PM,Scheduled,PM,AFE.SHOE.2; LOOP SIR; BELT CONV; 802329; GYR1-Belted Transport-802329 CC950,LORRANG,5,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
317,65881246,DEMATIC MODEL 2340 13 WEEK  PM,Scheduled,PM,AFE.SHOE.2; LOOP SIR; BELT CONV; 802330; GYR1-Belted Transport-802330 CC950,LORRANG,4,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
318,65881250,DEMATIC MODEL 2340 13 WEEK  PM,Scheduled,PM,AFE.SHOE.2; LOOP SIR; BELT CONV; 802340; GYR1-Belted Transport-802340 CC950,LORRANG,4,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
319,65881252,DEMATIC MODEL 9405 13 WEEK  PM,Scheduled,PM,AFE.SHOE.2; LOOP SIR; SLIDER BED CONV; 802358; GYR1-Belted Transport-802358 CC95,LORRANG,5,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
320,65881254,DEMATIC MODEL 2330 13 WEEK  PM,Scheduled,PM,AFE.SHOE.2; LOOP SIR; METERING CONV; 802365; GYR1-Belted Transport-802365 CC950,LORRANG,5,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
321,65881256,DEMATIC MODEL 9570 3 MONTH PM SCHEDULE,Scheduled,PM,AFE.SHOE.2; LOOP SIR; ROLLER TRANSPORT CONV; 802375; GYR1-VBELT-802375 CC950,LORRANG,4,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
322,65881272,DEMATIC MODEL 9405 13 WEEK  PM,Scheduled,PM,AFE.SHOE.2; SLAM 206; SLIDER BED CONV; 819200; GYR1-belt. trans.-819200 CC990,VANBUC,5,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
323,65881274,DEMATIC 8130 O-RING DRIVEN ROLLER CONVEYOR 13 WEEK,Scheduled,PM,AFE.SHOE.2; SLAM 206; O-RING CONV; 819205; GYR1-MDR-819205 CC990,MAUREYE,5,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
324,65881276,DEMATIC MODEL 8100 13 WEEK  PM,Scheduled,PM,AFE.SHOE.2; SLAM 206; MDR CONV; 819255; GYR1-MDR-819255 CC990,MAUREYE,4,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
325,65881278,DEMATIC MODEL 8300 13 WEEK  PM,Scheduled,PM,AFE.SHOE.2; SLAM 206; SEGMENT BELT CONV; 819260; GYR1-MDR-819260 CC990,MAUREYE,4,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
326,65881280,DEMATIC MODEL 8300 13 WEEK  PM,Scheduled,PM,AFE.SHOE.2; SLAM 206; SEGMENT BELT CONV; 819275; GYR1-MDR-819275 CC990,MAUREYE,4,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
327,65881282,DEMATIC 8130 O-RING DRIVEN ROLLER CONVEYOR 13 WEEK,Scheduled,PM,AFE.SHOE.2; SLAM 206; O-RING CONV; 819280; GYR1-MDR-819280 CC990,MAUREYE,5,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
328,65881288,DEMATIC MODEL 8300 13 WEEK  PM,Scheduled,PM,AFE.SHOE.2; SLAM 207; SEGMENT BELT CONV; 819515; GYR1-MDR-819515 CC995,VANBUC,4,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
329,65881291,DEMATIC MODEL 8300 13 WEEK  PM,Scheduled,PM,AFE.SHOE.2; SLAM 207; SEGMENT BELT CONV; 819525; GYR1-MDR-819525 CC995,VANBUC,4,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
330,65881295,DEMATIC MODEL 8300 13 WEEK  PM,Scheduled,PM,AFE.SHOE.2; SLAM 207; SEGMENT BELT CONV; 819535; GYR1-MDR-819535 CC995,VANBUC,4,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
331,65881297,DEMATIC MODEL 8300 13 WEEK  PM,Scheduled,PM,AFE.SHOE.2; SLAM 207; SEGMENT BELT CONV; 819545; GYR1-MDR-819545 CC995,VANBUC,4,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
332,65881299,DEMATIC MODEL 8100 13 WEEK  PM,Scheduled,PM,AFE.SHOE.2; SLAM 207; MDR CONV; 819555; GYR1-MDR-819555 CC995,VANBUC,4,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
333,65880699,RME- EQP WEEKLY TRAINING (KNET/JQS/SAFETY),Scheduled,TRPM,RME DEPARTMENT,MBRNEY,5,2/16/2022,2/22/2022,,,2/16/2022,
334,65880740,MOD A LEVEL 1 WEEKLY SYSTEM CHECK,Scheduled,PM,GENERAL CONVEYANCE,MAUREYE,5,2/16/2022,2/16/2022,2/15/2022,2/17/2022,2/16/2022,
335,65881156,DEMATIC MODEL 9409 13 WEEK PM SCHEDULE,Scheduled,PM,RTE.SHOE.1; LOOP SIR; MERGE CONV; 140000; GYR1-Belted Transport-140000 CC410,MAUREYE,5,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
336,65881158,DEMATIC MODEL 9410 13 WEEK  PM,Scheduled,PM,RTE.SHOE.1; LOOP SIR; BELT ON ROLLER CONV; 140020; GYR1-Belted Transport-140020 ,MAUREYE,5,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
337,65881193,DEMATIC MODEL 9410 13 WEEK  PM,Scheduled,PM,AFE.SHOE.1; LOOP SIR; BELT ON ROLLER CONV; 502370; GYR1-Belted Transport-502370 ,RMGAB,5,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
338,65881197,DEMATIC MODEL 9570 3 MONTH PM SCHEDULE,Scheduled,PM,AFE.SHOE.1; JACKPOT 01; ROLLER TRANSPORT CONV; 509000; GYR1-VBELT-509000 CC900,PEDEJOSE,4,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
339,65881200,DEMATIC MODEL 8300 13 WEEK  PM,Scheduled,PM,AFE.SHOE.1; JACKPOT 01; SEGMENT BELT CONV; 509020; GYR1-MDR-509020 CC900,PEDEJOSE,4,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
340,65881202,DEMATIC 8120 CONVEYOR 13 WEEK PM,Scheduled,PM,AFE.SHOE.1; JACKPOT 01; O-RING CURVE CONV; 509072; GYR1-MDR-509072 CC930,PEDEJOSE,5,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
341,65881205,DEMATIC MODEL 8300 13 WEEK  PM,Scheduled,PM,AFE.SHOE.1; JACKPOT 01; SEGMENT BELT CONV; 509073; GYR1-MDR-509073 CC930,PEDEJOSE,4,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
342,65881229,DEMATIC MODEL 9190 13 WEEK  PM,Scheduled,PM,AFE.SHOE.1; INFEED 09; V-BELT CONV; 700805; GYR1-VBELT-700805 CC413,PEDEJOSE,4,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
343,65881231,DEMATIC MODEL 9190 13 WEEK  PM,Scheduled,PM,AFE.SHOE.1; INFEED 09; V-BELT CONV; 700820; GYR1-VBELT-700820 CC935,PEDEJOSE,4,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
344,65881232,DEMATIC MODEL 9190 13 WEEK  PM,Scheduled,PM,AFE.SHOE.1; INFEED 09; V-BELT CONV; 700830; GYR1-VBELT-700830 CC935,PEDEJOSE,4,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
345,65881234,DEMATIC MODEL 9190 13 WEEK  PM,Scheduled,PM,AFE.SHOE.1; INFEED 10; V-BELT CONV; 700905; GYR1-VBELT-700905 CC413,PEDEJOSE,4,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
346,65881237,DEMATIC MODEL 9409 13 WEEK PM SCHEDULE,Scheduled,PM,AFE.SHOE.2; LOOP SIR; MERGE CONV; 802300; GYR1-Belted Transport-802300 CC950,LORRANG,5,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
347,65881239,DEMATIC MODEL 9410 13 WEEK  PM,Scheduled,PM,AFE.SHOE.2; LOOP SIR; BELT ON ROLLER CONV; 802326; GYR1-Belted Transport-802326 ,LORRANG,5,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
348,65881405,DEMATIC MODEL 9265 13 WEEK  PM - DW,Scheduled,PM,AFE.SHOE.1; JACKPOT 01; RA CONV; 509015; GYR1-Accumulating Rollers-509015 CC900,PEDEJOSE,4,2/16/2022,2/16/2022,2/7/2022,2/25/2022,2/16/2022,
349,65881533,H DRIVE BOTS 26 WEEK PM - DW,Scheduled,PM,GYR1-paKivaA03 HDU 524473,WLNJON,4,2/16/2022,2/16/2022,1/29/2022,3/6/2022,2/16/2022,
350,65881545,H DRIVE BOTS 26 WEEK PM - DW,Scheduled,PM,GYR1-paKivaA03 HDU 530089,WLNJON,4,2/16/2022,2/16/2022,1/29/2022,3/6/2022,2/16/2022,
351,65881547,H DRIVE BOTS 26 WEEK PM - DW,Scheduled,PM,GYR1-paKivaA03 HDU 541286,WLNJON,4,2/16/2022,2/16/2022,1/29/2022,3/6/2022,2/16/2022,
352,65881550,H DRIVE BOTS 26 WEEK PM - DW,Scheduled,PM,GYR1-paKivaA03 HDU 542641,WLNJON,4,2/16/2022,2/16/2022,1/29/2022,3/6/2022,2/16/2022,
353,65881552,H DRIVE BOTS 26 WEEK PM - DW,Scheduled,PM,GYR1-paKivaA03 HDU 545607,WLNJON,4,2/16/2022,2/16/2022,1/29/2022,3/6/2022,2/16/2022,
354,65881554,H DRIVE BOTS 26 WEEK PM - DW,Scheduled,PM,GYR1-paKivaA03 HDU 546369,WLNJON,4,2/16/2022,2/16/2022,1/29/2022,3/6/2022,2/16/2022,
355,65881570,H DRIVE BOTS 26 WEEK PM - DW,Scheduled,PM,GYR1-paKivaA03 HDU 557773,WLNJON,4,2/16/2022,2/16/2022,1/29/2022,3/6/2022,2/16/2022,
356,65881624,H DRIVE BOTS 52 WEEK PM,Scheduled,PM,GYR1-paKivaA03 HDU 524473,WLNJON,4,2/16/2022,2/16/2022,1/19/2022,3/16/2022,2/16/2022,
357,65881633,H DRIVE BOTS 52 WEEK PM,Scheduled,PM,GYR1-paKivaA03 HDU 530089,WLNJON,4,2/16/2022,2/16/2022,1/19/2022,3/16/2022,2/16/2022,
358,65881635,H DRIVE BOTS 52 WEEK PM,Scheduled,PM,GYR1-paKivaA03 HDU 541286,WLNJON,4,2/16/2022,2/16/2022,1/19/2022,3/16/2022,2/16/2022,
359,65881637,H DRIVE BOTS 52 WEEK PM,Scheduled,PM,GYR1-paKivaA03 HDU 542641,WLNJON,4,2/16/2022,2/16/2022,1/19/2022,3/16/2022,2/16/2022,
360,65881639,H DRIVE BOTS 52 WEEK PM,Scheduled,PM,GYR1-paKivaA03 HDU 545607,WLNJON,4,2/16/2022,2/16/2022,1/19/2022,3/16/2022,2/16/2022,
361,65881641,H DRIVE BOTS 52 WEEK PM,Scheduled,PM,GYR1-paKivaA03 HDU 546369,WLNJON,4,2/16/2022,2/16/2022,1/19/2022,3/16/2022,2/16/2022,
362,65881650,H DRIVE BOTS 52 WEEK PM,Scheduled,PM,GYR1-paKivaA03 HDU 557773,WLNJON,4,2/16/2022,2/16/2022,1/19/2022,3/16/2022,2/16/2022,
363,66218816,DEMATIC MODEL 8300 13 WEEK  PM,Scheduled,PM,AFE.SHOE.1; SLAM 207; SEGMENT BELT CONV; SL0708; GYR1-MDR-SL0708 SP007,HERTAJU,4,2/24/2022,2/24/2022,2/15/2022,3/5/2022,2/24/2022,
364,66218808,DEMATIC MODEL 8300 13 WEEK  PM,Scheduled,PM,AFE.SHOE.1; SLAM 207; SEGMENT BELT CONV; SL0703; GYR1-MDR-SL0703 SP007,HERTAJU,4,2/24/2022,2/24/2022,2/15/2022,3/5/2022,2/24/2022,
365,66294588,DEMATIC MODEL 200 13 WEEK  PM,Scheduled,PM,AFE.SHOE.1; SLAM 207; GRAVITY CONV; SL0711; GYR1-Gravity-SL0711 SP007,VANBUC,4,2/25/2022,2/25/2022,2/16/2022,3/6/2022,2/25/2022,
366,66294591,DEMATIC MODEL 8240 13 WEEK  PM,Scheduled,PM,AFE.SHOE.1; SLAM 207; ROLLER JUNCTION CONV; SL0712; GYR1-MDR-SL0712 SP007,VANBUC,4,2/25/2022,2/25/2022,2/16/2022,3/6/2022,2/25/2022,
367,66294596,DEMATIC 8120 CONVEYOR 13 WEEK PM,Scheduled,PM,AFE.SHOE.1; SLAM 207; O-RING CURVE CONV; SL0713; GYR1-MDR-SL0713 SP007,VANBUC,5,2/25/2022,2/25/2022,2/16/2022,3/6/2022,2/25/2022,
368,66218803,DEMATIC 8130 O-RING DRIVEN ROLLER CONVEYOR 13 WEEK,Scheduled,PM,AFE.SHOE.1; SLAM 207; O-RING CONV; SL0701; GYR1-MDR-SL0701 SP007,VANBUC,5,2/24/2022,2/24/2022,2/15/2022,3/5/2022,2/24/2022,
369,66218805,DEMATIC MODEL 8300 13 WEEK  PM,Scheduled,PM,AFE.SHOE.1; SLAM 207; SEGMENT BELT CONV; SL0702; GYR1-MDR-SL0702 SP007,VANBUC,4,2/24/2022,2/24/2022,2/15/2022,3/5/2022,2/24/2022,
370,66218814,DEMATIC MODEL 8300 13 WEEK  PM,Scheduled,PM,AFE.SHOE.1; SLAM 207; SEGMENT BELT CONV; SL0707; GYR1-MDR-SL0707 SP007,HERTAJU,4,2/24/2022,2/24/2022,2/15/2022,3/5/2022,2/24/2022,
371,66218818,DEMATIC MODEL 8300 13 WEEK  PM,Scheduled,PM,AFE.SHOE.1; SLAM 207; SEGMENT BELT CONV; SL0709; GYR1-MDR-SL0709 SP007,HERTAJU,4,2/24/2022,2/24/2022,2/15/2022,3/5/2022,2/24/2022,
